관광지번호,관광지명,전화번호,소분류,지역코드,주소
L7326,파주 삼릉 [유네스코 세계문화유산],031-941-4208,유적지,I11,경기 파주시 조리읍 삼릉로 89
L7327,하니랜드,031-9452-2503,테마공원,I11,경기도 파주시 조리읍 장곡로 218
L7328,해마루촌,031-954-6430,농.산.어촌 체험,I11,경기도 파주시 진동면 해마루길 111 진동면
L7329,검단사파주,031-949-8729,사찰,I11,경기도 파주시 탄현면 필승로 292-33
L7330,경기영어마을 파주캠프,NULL,이색체험,I11,경기도 파주시 탄현면 얼음실로 40
L7331,딸기가 좋아 파주 헤이리점,031-949-9273,이색체험,I11,경기도 파주시 탄현면 헤이리마을길 93-75 탄현면
L7332,모산목장,NULL,이색체험,I11,경기도 파주시 탄현면 검산로519번길 6-36
L7333,소울원,031-945-4261,수목원,I11,경기도 파주시 탄현면 축현리 299-3
L7334,오두산 통일전망대,031-945-3171,기념탑/전망대,I11,경기도 파주시 탄현면 필승로 369
L7335,파주 맛고을 음식문화거리,NULL,이색거리,I11,경기 파주시 탄현면 성동리 | 대동리
L7336,파주 오두산성,NULL,성,I11,경기도 파주시 탄현면 성동리 탄현면 산86번지 외
L7337,파주 장릉 [유네스코 세계문화유산],031-941-4208,유적지,I11,경기도 파주시 탄현면 장릉로 90 탄현면
L7338,프로방스 마을,1644-8044,이색체험,I11,경기도 파주시 탄현면 새오리로 77
L7339,헤이리 예술마을,031-946-8551,이색체험,I11,경기도 파주시 탄현면 헤이리마을길 70-21
L7340,황희선생묘,031-940-4354,유적지,I11,경기 파주시 탄현면 금승리
L7341,성혼선생묘,NULL,유적지,I11,경기 파주시 파주읍 향양1리 산 8-1번지
L7342,통일공원파주,NULL,공원,I11,경기도 파주시 파주읍 통일로 1586-24
L7343,파주향교,031-940-4354,유적지,I11,경기도 파주시 파주읍 향교말길 56-83
L7344,파산서원,031-940-4354,유적지,I11,경기도 파주시 파평면 파산서원길 24-40
L7345,파평용연,NULL,유적지,I11,경기도 파주시 파평면 늘노리 385-1
L7346,화석정,NULL,유적지,I11,경기도 파주시 파평면 화석정로 152-72
L7347,심학산 산림공원,031-940-4621,산,I11,경기 파주시 교하읍 동패리 산284-3 일원
L7348,자유의 다리파주,031-953-4744,안보관광,I11,경기 파주시 문산읍 마정리 509-1번지
L7349,대관령 눈꽃마을,033-333-3301,농.산.어촌 체험,J11,강원도 평창군 대관령면 차항서녘길 27-22 대관령면
L7350,대관령 양떼목장,033-335-1966,이색체험,J11,강원도 평창군 대관령면 대관령마루길 483-32
L7351,대관령 하늘목장,033-332-8061,이색체험,J11,강원도 평창군 대관령면 꽃밭양지길 458-23
L7352,대관령 황태덕장마을,033-330-2779,민속마을,J11,강원도 평창군 대관령면 횡계리
L7353,알펜시아 리조트,033-339-0000,관광단지,J11,강원도 평창군 대관령면 솔봉로 325
L7354,알펜시아 오션700,033-339-0100,워터파크,J11,강원도 평창군 대관령면 솔봉로 325 대관령면
L7355,에코그린캠퍼스삼양목장,033-3355-0445,이색체험,J11,강원도 평창군 대관령면 꽃밭양지길 708-9 대관령면
L7356,한국자생식물원,033-332-7069,수목원,J11,강원도 평창군 대관령면 비안길 159-4 대관령면
L7357,금당계곡,033-330-2425,계곡,J11,강원 평창군 대화면 개수리 | 용평면 재산리| 백옥포리| 봉평면
L7358,배두둑호박넝쿨마을,033-333-8614,농.산.어촌 체험,J11,강원도 평창군 대화면 선애길 90 대화면
L7359,용평리조트,NULL,관광단지,J11,강원도 평창군 대관령면 올림픽로 715 대관령면
L7360,평창 의야지 바람마을,033-3369-8123,농.산.어촌 체험,J11,강원도 평창군 대관령면 꽃밭양지길 137 대관령면
L7361,피크 아일랜드,NULL,워터파크,J11,강원도 평창군 대관령면 올림픽로 715 도암면
L7362,황병산,033-330-2413,산,J11,강원 평창군 도암면 차항리| 강릉시 연곡면
L7363,횡계 오삼불고기 거리,033-330-2541,이색거리,J11,강원 평창군 도암면 횡계리 횡계 교차로 주변
L7364,수하계곡평창,NULL,계곡,J11,강원 평창군 미탄면
L7365,청옥산평창,033-330-2771,산,J11,강원도 평창군 미탄면 청옥산길 557-4 미탄면
L7366,평창 백룡동굴,033-3347-2001,동굴,J11,강원도 평창군 미탄면 문희길 63 미탄면
L7367,평창 어름치마을,033-332-1260,농.산.어촌 체험,J11,강원도 평창군 미탄면 마하길 42-5
L7368,봉산서재,033-330-2771,유적지,J11,강원도 평창군 봉평면 봉산서재길 17 봉평면
L7369,수림대마을 [녹색체험관광마을],033-332-6234,농.산.어촌 체험,J11,강원도 평창군 봉평면 수림대길 167-25
L7370,이효석 생가터,033-330-2771,생가,J11,강원도 평창군 봉평면 이효석길 33-11 봉평면
L7371,이효석가산공원,033-330-2771,공원,J11,강원도 평창군 봉평면 기풍3길 6 봉평면
L7372,이효석문화마을,033-330-2771,민속마을,J11,강원 평창군 봉평면 창동4리
L7373,팔석정,033-330-2771,기암괴석,J11,강원도 평창군 봉평면 쉴바위길 33-11 봉평면 부근
L7374,허브나라농원,033-335-2902,관광농원,J11,강원도 평창군 봉평면 흥정계곡길 225 봉평면
L7375,효석문화마을 메밀음식거리,033-330-2771,이색거리,J11,강원 평창군 봉평면 봉평읍내
L7376,휘닉스파크 레저월드,1588-2828,관광단지,J11,강원도 평창군 봉평면 태기로 174
L7377,휘닉스파크 블루캐니언,1588-2828,워터파크,J11,강원도 평창군 봉평면 태기로 174 봉평면
L7378,흥정계곡,033-330-2771,계곡,J11,강원도 평창군 봉평면 흥정계곡길 62
L7379,계방산평창,033-332-6419,산,J11,강원 평창군 용평면 노동리
L7380,로하스파크&와카푸카,033-3343-2001,테마공원,J11,강원도 평창군 용평면 작은도사길 162-28 용평면
L7381,솔내음 평창 먹을거리촌,033-330-2771,이색거리,J11,강원도 평창군 용평면 운두령로 500-11 이승복기념관 부근
L7382,신약수가리골약수,033-332-6417,약수터,J11,강원 평창군 용평면 속사2리
L7383,정강원한국전통음식문화체험관,033-333-1011,전통체험,J11,강원도 평창군 용평면 금당계곡로 2010-13 용평면
L7384,한국앵무새학교,033-333-8249,관광농원,J11,강원도 평창군 용평면 운두령로 759 용평면
L7385,황토구들마을,NULL,농.산.어촌 체험,J11,강원도 평창군 용평면 의풍포길 23-10 용평면
L7386,국립 두타산자연휴양림,033-334-8815,자연휴양림,J11,강원 평창군 진부면 아차골길 132
L7387,막동계곡,033-330-2771,계곡,J11,강원도 평창군 진부면 막동길 6 진부면
L7388,방아다리약수터,033-336-3145,약수터,J11,강원도 평창군 진부면 방아다리로 1011-26 진부면
L7389,상원사오대산,NULL,사찰,J11,강원도 평창군 진부면 오대산로 1215-89 진부면
L7390,수항계곡,033-330-2771,계곡,J11,강원도 평창군 진부면 수항길 2-21 진부면
L7391,오대산국립공원,033-332-6417,국립공원,J11,강원 평창군 진부면 동산리 |도암면 병내리| 강릉시 연곡면 신왕리 등
L7392,월정사오대산,NULL,사찰,J11,강원도 평창군 진부면 오대산로 374-8
L7393,장전계곡,033-330-2771,계곡,J11,강원도 평창군 진부면 장전길 2 진부면
L7394,뇌운계곡,033-330-2425,계곡,J11,강원 평창군 평창읍 뇌운리
L7395,백덕산평창,033-330-2542,산,J11,강원 평창군 평창읍 원당리
L7396,평창향교,033-330-2771,유적지,J11,강원도 평창군 평창읍 향교길 148 평창읍
L7397,바람새마을,031-663-5453,농.산.어촌 체험,I09,경기도 평택시 고덕면 새악길 18 고덕면
L7398,서천사평택,031-663-8250,사찰,I09,경기도 평택시 고덕면 방축4길 22-49
L7399,원균장군묘,031-8024-3213,유적지,I09,경기도 평택시 도일동 산82
L7400,보국사평택,031-666-8370,사찰,I09,경기도 평택시 서탄면 장등2길 36-8
L7401,웃다리문화촌,NULL,이색체험,I09,경기도 평택시 서탄면 용소금각로 438-14 서탄면
L7402,대동법시행기념비,031-8024-3213,기념탑/전망대,I09,경기도 평택시 소사동 140-1
L7403,약사사평택,031-683-5820,사찰,I09,경기도 평택시 안중읍 용성3길 120-10
L7404,만기사경기,031-664-7336,사찰,I09,경기도 평택시 진위면 진위로 181-82
L7405,진위천유원지,031-665-6231,유원지,I09,경기도 평택시 진위면 진위서로 264-15 진위면
L7406,진위향교,031-664-7073,유적지,I09,경기도 평택시 진위면 진위로 49
L7407,자비사평택,031-691-8559,사찰,I09,경기도 평택시 팽성읍 동서촌로 137
L7408,평택향교,031-691-5676,유적지,I09,경기도 평택시 팽성읍 부용로17번길 40
L7409,서해대교,NULL,다리/대교,I09,경기 평택시 포승읍 내기리 ~충남 당진시 송악면고속국도 15호선
L7410,수도사평택,031-682-3169,사찰,I09,경기도 평택시 포승읍 호암길 58
L7411,한국서부발전주 평택발전본부,031-680-2206,발전소,I09,경기도 평택시 포승읍 남양만로 175-2 포승읍
L7412,권관마을 [해양수산부 선정 아름다운 어촌],031-8024-8005,어촌,I09,경기도 평택시 현덕면 기산길 26-15
L7413,심복사평택,031-682-5588,사찰,I09,경기도 평택시 현덕면 심복사길 22
L7414,평택호 횟타운,031-8024-5000,이색거리,I09,경기도 평택시 현덕면 기산길 26-15 현덕면
L7415,평택호관광단지,031-8024-8687,호수,I09,경기도 평택시 현덕면 평택호길 159 현덕면
L7416,평택시 송탄 관광특구,031-8024-6051,관광단지,I09,경기 평택시 서정동과 신장1·2동| 지산동| 송북동 일원
L7417,이항복선생묘,031-538-2106,유적지,I23,경기도 포천시 가산면 오성길 29 가산면 부근
L7418,화산서원,NULL,유적지,I23,경기도 포천시 가산면 가산로 227-40
L7419,교동 장독대마을,031-5345-2101,농.산.어촌 체험,I23,경기도 포천시 관인면 교동길 123
L7420,보가산성지지장산,031-538-2069,성,I23,경기도 포천시 관인면 중리 산251-1 관인면
L7421,포천 반월성,031-538-2106,성,I23,경기도 포천시 군내면 청군로3290번길 19 군내면
L7422,포천향교,031-535-3186,유적지,I23,경기도 포천시 군내면 청군로3274번길 37
L7423,서운동산,031-533-9000,유원지,I23,경기도 포천시 내촌면 내진로9번길 237 내촌면
L7424,주금산,031-538-2340,산,I23,경기도 포천시 내촌면 능곡청정길 50 | 남양주시 수동면| 가평군 상면
L7425,고모저수지,031-538-4102,강,I23,경기도 포천시 소흘읍 죽엽산로 452 소흘읍
L7426,광릉분재예술공원,031-5425-7556,공원,I23,경기 포천시 소흘읍 무림리 218
L7427,국립수목원광릉숲,031-540-2000,수목원,I23,경기도 포천시 소흘읍 광릉수목원로 415
L7428,신북 오리촌,031-538-2069,이색거리,I23,경기도 포천시 신북면 깊이울로 88 신북면 일대
L7429,신북리조트 스프링폴,031-536-5025,워터파크,I23,경기도 포천시 신북면 청신로 571
L7430,용연서원,NULL,유적지,I23,경기도 포천시 신북면 신평로 72-4 신북면
L7431,포천 어메이징파크,031-532-1881,테마공원,I23,경기도 포천시 신북면 탑신로 860 신북면
L7432,포천 허브아일랜드,031-535-6494,관광농원,I23,경기도 포천시 신북면 청신로947번길 35 신북면
L7433,포천아트밸리,031-538-3485,테마공원,I23,경기도 포천시 신북면 아트밸리로 234 신북면
L7434,관음산,031-538-2340,산,I23,경기도 포천시 이동면 | 영북면
L7435,왕방산,031-538-2340,산,I23,경기 포천시 신읍동 | 신북면 금동리| 심곡리| 가채리| 선단동
L7436,왕산사포천,031-5333-2445,사찰,I23,경기도 포천시 호병골길 193 신읍동
L7437,인평대군묘 및 신도비,031-538-2106,유적지,I23,경기도 포천시 신북면 신평로222번길 12-49 신북면
L7438,인평대군치제문비,031-538-2106,유적지,I23,경기도 포천시 신북면 신평로222번길 12-49 신북면
L7439,낙농체험 밀크스쿨 아트팜,031-536-5216,이색체험,I23,경기 포천시 영북면 소회산리 119-3
L7440,자인사포천,031-532-6141,사찰,I23,경기도 포천시 영북면 산정호수로 808
L7441,평강식물원,031-531-7751,수목원,I23,경기도 포천시 영북면 우물목길 203
L7442,포천 산정호수,NULL,공원,I23,경기도 포천시 영북면 산정호수로411번길 79
L7443,포천 화적연,031-538-2106,호수,I23,경기도 포천시 영북면 북원로248번길 31-23 영북면
L7444,한화리조트 산정호수 온천,NULL,온천,I23,경기도 포천시 영북면 산정호수로 402
L7445,금주산,031-538-2340,산,I23,경기도 포천시 영중면 금주리
L7446,백로주유원지,031-538-4454,유원지,I23,경기도 포천시 영중면 호국로 2671-22
L7447,풍혈산유원지,NULL,유원지,I23,경기도 포천시 영중면 성장로 268 영중면
L7448,가리산포천,031-538-2340,산,I23,경기도 포천시 이동면 장암리
L7449,광덕산포천,031-538-2340,산,I23,경기 포천시 이동면 | 강원도 철원군 서면| 화천군 사내면
L7450,국망봉자연휴양림포천,NULL,자연휴양림,I23,경기 포천시 이동면 장암리 산 74번지
L7451,명성산,031-538-3342,산,I23,경기 포천시 영북면 | 이동면| 철원 갈말읍
L7452,백운계곡,031-538-3363,계곡,I23,경기도 포천시 이동면 포화로 236-24
L7453,백운산포천,031-538-2349,산,I23,경기 포천시 이동면 포화로 236-73 | 강원도 화천군 사내면 광덕리
L7454,선유담계곡,031-538-3363,계곡,I23,경기도 포천시 이동면 포화로 123 이동면
L7455,포천 이동갈비마을,NULL,이색거리,I23,경기도 포천시 이동면 화동로 2078 이동파출소 일대
L7456,흥룡사,031-535-7363,사찰,I23,경기도 포천시 이동면 포화로 236-73 이동면
L7457,강씨봉,031-538-2349,산,I23,경기 포천시 일동면 사직리 | 경기 가평군 북면
L7458,원통사포천,031-536-3818,사찰,I23,경기도 포천시 일동면 화동로 738-1 일동면
L7459,일동 용암유황천,031-536-4600,온천,I23,경기도 포천시 일동면 수입로 46 일동면
L7460,일동제일유황온천,031-536-6000,온천,I23,경기도 포천시 일동면 화동로 1210 일동면
L7461,청계저수지,031-538-2069,호수,I23,경기도 포천시 일동면 운악청계로1480번길 45 일동면 부근
L7462,옥병서원,NULL,유적지,I23,경기도 포천시 창수면 옥수로327번길 189 창수면
L7463,국립 운악산자연휴양림,031-534-6330,자연휴양림,I23,경기 포천시 화현면 화동로 184 화현면
L7464,광남서원,054-270-2274,유적지,O01,경상북도 포항시 남구 구룡포읍 정동길77번길 11-2 구룡포읍
L7465,구룡포 근대문화역사거리,054-276-9605,이색거리,O01,경상북도 포항시 남구 구룡포읍 구룡포길 153-1
L7466,구룡포해수욕장,054-270-6561,해수욕장,O01,경상북도 포항시 남구 구룡포읍 호미로426번길 6
L7467,라곡서원,054-270-2275,유적지,O01,경상북도 포항시 남구 구룡포읍 호미로 3 구룡포읍
L7468,삼정해수욕장,054-270-6561,해수욕장,O01,경북 포항시 남구 구룡포읍 삼정1리
L7469,성동 메뚜기마을,NULL,농.산.어촌 체험,O01,경북 포항시 남구 구룡포읍 성동3리
L7470,봉강재,054-270-2275,유적지,O01,경북 포항시 북구 기계면 기남길253번길 74
